,step1,step2,prediction,gold
6498,3,4,no,no
6499,4,5,no,no
6500,5,6,no,no
6501,7,6,no,yes
6502,8,7,no,yes
6503,8,9,no,no
6504,10,9,no,yes
6505,10,11,no,no
6506,12,11,no,yes
6507,12,13,no,no
6508,14,13,no,yes
6509,15,14,no,yes
6510,15,16,no,no
6511,16,17,no,no
6512,17,18,no,no
6513,18,19,no,no
6514,19,20,no,no
6515,21,20,no,yes
6516,22,21,no,yes
6517,23,22,no,yes
6518,0,1,no,no
6519,1,2,no,no
6520,3,2,no,yes
6521,3,4,no,no
6522,5,4,no,yes
6523,6,5,no,yes
6524,7,6,no,yes
6525,8,7,no,yes
6526,8,9,no,no
6527,9,10,no,no
6528,10,11,no,no
6529,12,11,no,yes
6530,12,13,no,no
6531,14,13,no,yes
6532,15,14,no,yes
6533,15,16,no,no
6534,16,17,no,no
6535,17,18,no,no
6536,19,18,yes,yes
6537,19,20,no,no
6538,1,0,no,yes
6539,1,2,no,no
6540,2,3,no,no
6541,3,4,no,no
6542,4,5,no,no
6543,5,6,no,no
6544,6,7,no,no
6545,7,8,no,no
6546,8,9,no,no
6547,10,9,no,yes
6548,10,11,no,no
6549,12,11,no,yes
6550,12,13,no,no
6551,13,14,no,no
6552,14,15,no,no
6553,16,15,no,yes
6554,16,17,no,no
6555,1,0,no,yes
6556,1,2,no,no
6557,2,3,no,no
6558,4,3,no,yes
6559,5,4,no,yes
6560,5,6,no,no
6561,7,6,no,yes
6562,8,7,no,yes
6563,8,9,no,no
6564,10,9,no,yes
6565,10,11,no,no
6566,11,12,no,no
6567,12,13,no,no
6568,14,13,no,yes
6569,14,15,no,no
6570,15,16,no,no
6571,17,16,no,yes
6572,18,17,no,yes
6573,18,19,no,no
6574,19,20,no,no
6575,1,0,no,yes
6576,1,2,no,no
6577,3,2,no,yes
6578,4,3,no,yes
6579,4,5,no,no
6580,5,6,no,no
6581,6,7,no,no
6582,7,8,no,no
6583,1,0,no,yes
6584,2,1,no,yes
6585,3,2,no,yes
6586,4,3,no,yes
6587,5,4,no,yes
6588,5,6,no,no
6589,6,7,no,no
6590,8,7,no,yes
6591,9,8,no,yes
6592,9,10,no,no
6593,10,11,no,no
6594,12,11,no,yes
6595,12,13,no,no
6596,13,14,no,no
6597,15,14,no,yes
6598,15,16,no,no
6599,16,17,no,no
6600,18,17,no,yes
6601,18,19,no,no
6602,19,20,no,no
6603,0,1,no,no
6604,2,1,no,yes
6605,2,3,no,no
6606,3,4,no,no
6607,4,5,no,no
6608,6,5,no,yes
6609,7,6,no,yes
6610,7,8,no,no
6611,9,8,no,yes
6612,9,10,no,no
6613,11,10,yes,yes
6614,0,1,no,no
6615,2,1,no,yes
6616,2,3,no,no
6617,3,4,no,no
6618,5,4,no,yes
6619,5,6,no,no
6620,6,7,no,no
6621,7,8,yes,no
6622,9,8,no,yes
6623,9,10,no,no
6624,11,10,no,yes
6625,11,12,no,no
6626,12,13,no,no
6627,13,14,no,no
6628,14,15,no,no
6629,15,16,no,no
6630,16,17,no,no
6631,18,17,no,yes
6632,19,18,no,yes
6633,20,19,no,yes
6634,20,21,no,no
6635,21,22,no,no
6636,22,23,no,no
6637,24,23,no,yes
6638,24,25,no,no
6639,26,25,no,yes
6640,26,27,no,no
6641,28,27,no,yes
6642,28,29,no,no
6643,1,0,no,yes
6644,2,1,no,yes
6645,3,2,no,yes
6646,3,4,no,no
6647,5,4,no,yes
6648,5,6,no,no
6649,6,7,no,no
6650,8,7,yes,yes
6651,1,0,no,yes
6652,2,1,yes,yes
6653,2,3,no,no
6654,3,4,no,no
6655,5,4,no,yes
6656,5,6,no,no
6657,7,6,no,yes
6658,7,8,no,no
6659,8,9,no,no
6660,10,9,no,yes
6661,10,11,no,no
6662,0,1,no,no
6663,2,1,no,yes
6664,2,3,no,no
6665,3,4,no,no
6666,5,4,no,yes
6667,6,5,no,yes
6668,6,7,no,no
6669,7,8,no,no
6670,9,8,no,yes
6671,9,10,no,no
6672,11,10,no,yes
6673,12,11,no,yes
6674,13,12,no,yes
6675,13,14,no,no
6676,0,1,no,no
6677,2,1,no,yes
6678,3,2,no,yes
6679,4,3,no,yes
6680,5,4,no,yes
6681,5,6,no,no
6682,7,6,no,yes
6683,8,7,no,yes
6684,9,8,no,yes
6685,9,10,no,no
6686,11,10,no,yes
6687,1,0,no,yes
6688,1,2,no,no
6689,3,2,no,yes
6690,4,3,no,yes
6691,4,5,no,no
6692,5,6,no,no
6693,7,6,no,yes
6694,8,7,no,yes
6695,1,0,yes,yes
6696,1,2,no,no
6697,2,3,no,no
6698,3,4,no,no
6699,4,5,no,no
6700,5,6,no,no
6701,6,7,no,no
6702,8,7,yes,yes
6703,8,9,no,no
6704,10,9,no,yes
6705,11,10,no,yes
6706,12,11,yes,yes
6707,12,13,no,no
6708,13,14,no,no
6709,1,0,yes,yes
6710,1,2,no,no
6711,3,2,no,yes
6712,4,3,no,yes
6713,5,4,no,yes
6714,5,6,no,no
6715,6,7,no,no
6716,7,8,no,no
6717,9,8,yes,yes
6718,10,9,no,yes
6719,11,10,no,yes
6720,11,12,no,no
6721,12,13,no,no
6722,13,14,no,no
6723,0,1,no,no
6724,1,2,no,no
6725,3,2,no,yes
6726,3,4,no,no
6727,4,5,no,no
6728,5,6,no,no
6729,6,7,no,no
6730,8,7,no,yes
6731,9,8,no,yes
6732,10,9,no,yes
6733,10,11,no,no
6734,11,12,no,no
6735,13,12,no,yes
6736,14,13,no,yes
6737,1,0,no,yes
6738,1,2,no,no
6739,3,2,no,yes
6740,3,4,no,no
6741,5,4,no,yes
6742,6,5,no,yes
6743,6,7,no,no
6744,8,7,no,yes
6745,8,9,no,no
6746,10,9,no,yes
6747,11,10,no,yes
6748,11,12,no,no
6749,13,12,no,yes
6750,14,13,no,yes
6751,14,15,no,no
6752,16,15,no,yes
6753,16,17,no,no
6754,18,17,no,yes
6755,18,19,no,no
6756,20,19,no,yes
6757,20,21,no,no
6758,21,22,no,no
6759,23,22,no,yes
6760,23,24,no,no
6761,25,24,no,yes
6762,25,26,no,no
6763,1,0,no,yes
6764,2,1,no,yes
6765,2,3,no,no
6766,4,3,no,yes
6767,5,4,no,yes
6768,5,6,no,no
6769,7,6,no,yes
6770,8,7,no,yes
6771,9,8,no,yes
6772,10,9,no,yes
6773,10,11,no,no
6774,11,12,no,no
6775,12,13,no,no
6776,13,14,no,no
6777,14,15,no,no
6778,16,15,no,yes
6779,17,16,no,yes
6780,18,17,no,yes
6781,19,18,no,yes
6782,20,19,no,yes
6783,20,21,no,no
6784,22,21,no,yes
6785,23,22,no,yes
6786,0,1,no,no
6787,1,2,no,no
6788,3,2,no,yes
6789,4,3,no,yes
6790,4,5,no,no
6791,6,5,no,yes
6792,6,7,no,no
6793,7,8,no,no
6794,0,1,no,no
6795,2,1,no,yes
6796,2,3,no,no
6797,3,4,no,no
6798,4,5,no,no
6799,5,6,no,no
6800,6,7,no,no
6801,7,8,no,no
6802,9,8,no,yes
6803,10,9,no,yes
6804,10,11,no,no
6805,11,12,no,no
6806,12,13,no,no
6807,13,14,no,no
6808,15,14,no,yes
6809,15,16,no,no
6810,16,17,no,no
6811,17,18,no,no
6812,19,18,no,yes
6813,19,20,no,no
6814,20,21,no,no
6815,21,22,no,no
6816,23,22,no,yes
6817,1,0,no,yes
6818,2,1,no,yes
6819,2,3,no,no
6820,4,3,no,yes
6821,5,4,no,yes
6822,5,6,no,no
6823,6,7,no,no
6824,8,7,no,yes
6825,8,9,no,no
6826,9,10,no,no
6827,11,10,no,yes
6828,12,11,yes,yes
6829,13,12,no,yes
6830,14,13,yes,yes
6831,1,0,no,yes
6832,2,1,no,yes
6833,3,2,no,yes
6834,3,4,no,no
6835,5,4,no,yes
6836,5,6,no,no
6837,7,6,no,yes
6838,7,8,no,no
6839,8,9,no,no
6840,10,9,no,yes
6841,11,10,yes,yes
6842,11,12,no,no
6843,13,12,no,yes
6844,14,13,no,yes
6845,15,14,no,yes
6846,16,15,no,yes
6847,17,16,no,yes
6848,18,17,no,yes
6849,19,18,no,yes
6850,20,19,no,yes
6851,1,0,no,yes
6852,1,2,no,no
6853,2,3,no,no
6854,4,3,no,yes
6855,4,5,no,no
6856,6,5,no,yes
6857,6,7,no,no
6858,8,7,no,yes
6859,9,8,no,yes
6860,9,10,no,no
6861,10,11,no,no
6862,11,12,no,no
6863,13,12,no,yes
6864,14,13,yes,yes
6865,14,15,no,no
6866,16,15,no,yes
6867,16,17,no,no
6868,18,17,no,yes
6869,19,18,no,yes
6870,20,19,no,yes
6871,20,21,no,no
6872,21,22,no,no
6873,22,23,no,no
6874,24,23,no,yes
6875,25,24,no,yes
6876,26,25,no,yes
6877,1,0,no,yes
6878,2,1,no,yes
6879,3,2,no,yes
6880,4,3,no,yes
6881,5,4,no,yes
6882,6,5,no,yes
6883,6,7,no,no
6884,8,7,no,yes
6885,8,9,no,no
6886,9,10,no,no
6887,10,11,no,no
6888,11,12,no,no
6889,13,12,no,yes
6890,13,14,no,no
6891,15,14,no,yes
6892,16,15,no,yes
6893,17,16,no,yes
6894,0,1,no,no
6895,1,2,no,no
6896,3,2,no,yes
6897,4,3,no,yes
6898,4,5,no,no
6899,5,6,no,no
6900,7,6,no,yes
6901,8,7,no,yes
6902,9,8,no,yes
6903,10,9,no,yes
6904,10,11,no,no
6905,12,11,no,yes
6906,12,13,no,no
6907,13,14,no,no
6908,14,15,no,no
6909,15,16,no,no
6910,17,16,no,yes
6911,17,18,no,no
6912,18,19,no,no
6913,19,20,no,no
6914,0,1,no,no
6915,2,1,no,yes
6916,3,2,no,yes
6917,4,3,no,yes
6918,4,5,no,no
6919,6,5,no,yes
6920,6,7,no,no
6921,7,8,no,no
6922,0,1,no,no
6923,1,2,no,no
6924,3,2,no,yes
6925,4,3,no,yes
6926,4,5,no,no
6927,6,5,no,yes
6928,6,7,no,no
6929,7,8,no,no
6930,8,9,no,no
6931,10,9,no,yes
6932,10,11,no,no
6933,12,11,no,yes
6934,12,13,no,no
6935,13,14,no,no
6936,0,1,no,no
6937,1,2,no,no
6938,2,3,yes,no
6939,4,3,no,yes
6940,5,4,no,yes
6941,5,6,no,no
6942,6,7,no,no
6943,8,7,no,yes
6944,8,9,no,no
6945,9,10,no,no
6946,10,11,no,no
6947,11,12,no,no
6948,12,13,no,no
6949,14,13,yes,yes
6950,1,0,yes,yes
6951,1,2,no,no
6952,2,3,no,no
6953,3,4,no,no
6954,5,4,no,yes
6955,5,6,no,no
6956,7,6,no,yes
6957,7,8,no,no
6958,9,8,no,yes
6959,9,10,no,no
6960,10,11,no,no
6961,11,12,no,no
6962,12,13,no,no
6963,14,13,no,yes
6964,0,1,no,no
6965,2,1,no,yes
6966,2,3,no,no
6967,4,3,no,yes
6968,5,4,no,yes
6969,5,6,no,no
6970,7,6,no,yes
6971,8,7,no,yes
6972,8,9,no,no
6973,10,9,no,yes
6974,11,10,yes,yes
6975,0,1,no,no
6976,1,2,no,no
6977,2,3,no,no
6978,3,4,no,no
6979,5,4,no,yes
6980,6,5,no,yes
6981,7,6,no,yes
6982,8,7,no,yes
6983,8,9,no,no
6984,10,9,no,yes
6985,10,11,no,no
6986,12,11,no,yes
6987,13,12,no,yes
6988,13,14,no,no
6989,14,15,no,no
6990,15,16,no,no
6991,17,16,no,yes
6992,1,0,no,yes
6993,2,1,no,yes
6994,3,2,no,yes
6995,3,4,no,no
6996,4,5,no,no
6997,6,5,no,yes
6998,6,7,no,no
6999,7,8,no,no
7000,8,9,no,no
7001,9,10,no,no
7002,11,10,no,yes
7003,12,11,no,yes
7004,13,12,no,yes
7005,14,13,yes,yes
7006,15,14,no,yes
7007,16,15,no,yes
7008,17,16,no,yes
7009,0,1,no,no
7010,1,2,no,no
7011,3,2,no,yes
7012,4,3,no,yes
7013,4,5,no,no
7014,6,5,no,yes
7015,7,6,no,yes
7016,7,8,no,no
7017,8,9,no,no
7018,9,10,no,no
7019,11,10,no,yes
7020,12,11,no,yes
7021,13,12,no,yes
7022,14,13,no,yes
7023,14,15,no,no
7024,15,16,no,no
7025,17,16,no,yes
7026,17,18,no,no
7027,19,18,no,yes
7028,19,20,no,no
7029,20,21,no,no
7030,22,21,no,yes
7031,23,22,no,yes
7032,1,0,no,yes
7033,1,2,no,no
7034,3,2,no,yes
7035,3,4,no,no
7036,5,4,no,yes
7037,5,6,no,no
7038,6,7,no,no
7039,8,7,yes,yes
7040,9,8,no,yes
7041,9,10,no,no
7042,11,10,no,yes
7043,11,12,no,no
7044,13,12,no,yes
7045,13,14,no,no
7046,14,15,no,no
7047,15,16,no,no
7048,16,17,no,no
7049,17,18,no,no
7050,18,19,no,no
7051,19,20,no,no
7052,21,20,no,yes
7053,22,21,no,yes
7054,22,23,no,no
7055,1,0,no,yes
7056,2,1,no,yes
7057,3,2,no,yes
7058,3,4,no,no
7059,5,4,no,yes
7060,5,6,no,no
7061,7,6,no,yes
7062,8,7,no,yes
7063,9,8,no,yes
7064,9,10,no,no
7065,10,11,no,no
7066,12,11,no,yes
7067,12,13,no,no
7068,14,13,no,yes
7069,15,14,no,yes
7070,16,15,no,yes
7071,17,16,no,yes
7072,17,18,no,no
7073,19,18,no,yes
7074,20,19,no,yes
7075,21,20,no,yes
7076,22,21,no,yes
7077,22,23,no,no
7078,1,0,no,yes
7079,1,2,no,no
7080,3,2,no,yes
7081,4,3,no,yes
7082,5,4,no,yes
7083,6,5,no,yes
7084,7,6,no,yes
7085,7,8,no,no
7086,9,8,no,yes
7087,9,10,no,no
7088,10,11,no,no
7089,11,12,no,no
7090,12,13,no,no
7091,14,13,no,yes
7092,15,14,no,yes
7093,16,15,no,yes
7094,17,16,no,yes
7095,17,18,no,no
7096,18,19,no,no
7097,20,19,no,yes
7098,21,20,no,yes
7099,22,21,no,yes
7100,22,23,no,no
7101,23,24,no,no
7102,24,25,no,no
7103,25,26,no,no
7104,0,1,no,no
7105,2,1,no,yes
7106,2,3,no,no
7107,4,3,no,yes
7108,4,5,no,no
7109,5,6,no,no
7110,7,6,no,yes
7111,8,7,no,yes
7112,9,8,no,yes
7113,9,10,no,no
7114,11,10,no,yes
7115,12,11,no,yes
7116,13,12,no,yes
7117,14,13,no,yes
7118,14,15,no,no
7119,15,16,no,no
7120,17,16,no,yes
7121,18,17,no,yes
7122,18,19,no,no
7123,19,20,no,no
7124,21,20,no,yes
7125,21,22,no,no
7126,23,22,no,yes
7127,23,24,no,no
7128,25,24,no,yes
7129,25,26,no,no
7130,27,26,no,yes
7131,27,28,no,no
7132,28,29,no,no
7133,30,29,no,yes
7134,31,30,no,yes
7135,32,31,no,yes
7136,1,0,no,yes
7137,1,2,no,no
7138,2,3,no,no
7139,3,4,no,no
7140,4,5,no,no
7141,5,6,no,no
7142,6,7,no,no
7143,7,8,no,no
7144,9,8,no,yes
7145,10,9,no,yes
7146,10,11,no,no
7147,11,12,no,no
7148,13,12,no,yes
7149,14,13,no,yes
7150,14,15,no,no
7151,15,16,no,no
7152,17,16,no,yes
7153,17,18,no,no
7154,18,19,no,no
7155,20,19,no,yes
7156,21,20,no,yes
7157,21,22,no,no
7158,22,23,no,no
7159,23,24,no,no
7160,24,25,no,no
7161,26,25,no,yes
7162,27,26,no,yes
7163,27,28,no,no
7164,28,29,no,no
7165,29,30,no,no
7166,31,30,no,yes
7167,32,31,no,yes
7168,0,1,no,no
7169,1,2,no,no
7170,3,2,no,yes
7171,3,4,no,no
7172,5,4,no,yes
7173,6,5,no,yes
7174,7,6,no,yes
7175,7,8,no,no
7176,8,9,no,no
7177,9,10,no,no
7178,10,11,no,no
7179,11,12,no,no
7180,13,12,no,yes
7181,13,14,no,no
7182,15,14,no,yes
7183,15,16,no,no
7184,16,17,no,no
7185,0,1,no,no
7186,2,1,no,yes
7187,2,3,no,no
7188,3,4,no,no
7189,5,4,no,yes
7190,6,5,no,yes
7191,7,6,no,yes
7192,7,8,no,no
7193,9,8,no,yes
7194,9,10,no,no
7195,11,10,yes,yes
7196,11,12,no,no
7197,13,12,no,yes
7198,13,14,no,no
7199,14,15,no,no
7200,15,16,no,no
7201,16,17,no,no
7202,17,18,no,no
7203,18,19,no,no
7204,20,19,no,yes
7205,21,20,no,yes
7206,22,21,no,yes
7207,22,23,no,no
7208,23,24,no,no
7209,24,25,no,no
7210,25,26,no,no
7211,1,0,no,yes
7212,1,2,no,no
7213,2,3,no,no
7214,4,3,no,yes
7215,5,4,no,yes
7216,6,5,no,yes
7217,6,7,no,no
7218,8,7,no,yes
7219,8,9,no,no
7220,10,9,no,yes
7221,11,10,no,yes
7222,11,12,no,no
7223,13,12,no,yes
7224,13,14,no,no
7225,15,14,yes,yes
7226,16,15,no,yes
7227,16,17,no,no
7228,0,1,no,no
7229,2,1,no,yes
7230,2,3,no,no
7231,3,4,no,no
7232,4,5,no,no
7233,6,5,no,yes
7234,6,7,no,no
7235,7,8,no,no
7236,8,9,no,no
7237,10,9,no,yes
7238,11,10,no,yes
7239,12,11,no,yes
7240,12,13,no,no
7241,13,14,no,no
7242,15,14,no,yes
7243,16,15,no,yes
7244,16,17,no,no
7245,18,17,no,yes
7246,18,19,no,no
7247,19,20,no,no
7248,20,21,no,no
7249,21,22,no,no
7250,22,23,no,no
7251,0,1,no,no
7252,2,1,no,yes
7253,2,3,no,no
7254,3,4,no,no
7255,5,4,no,yes
7256,6,5,no,yes
7257,6,7,no,no
7258,7,8,no,no
7259,9,8,no,yes
7260,10,9,no,yes
7261,11,10,no,yes
7262,11,12,no,no
7263,13,12,no,yes
7264,14,13,no,yes
7265,15,14,no,yes
7266,16,15,yes,yes
7267,17,16,no,yes
7268,0,1,no,no
7269,2,1,no,yes
7270,3,2,no,yes
7271,4,3,no,yes
7272,4,5,no,no
7273,5,6,no,no
7274,6,7,no,no
7275,7,8,no,no
7276,9,8,no,yes
7277,9,10,no,no
7278,10,11,no,no
7279,12,11,no,yes
7280,13,12,no,yes
7281,14,13,no,yes
7282,14,15,no,no
7283,16,15,no,yes
7284,16,17,no,no
7285,17,18,no,no
7286,19,18,no,yes
7287,19,20,no,no
7288,1,0,no,yes
7289,1,2,no,no
7290,3,2,no,yes
7291,3,4,no,no
7292,5,4,no,yes
7293,6,5,no,yes
7294,6,7,no,no
7295,8,7,no,yes
7296,9,8,no,yes
7297,9,10,no,no
7298,10,11,no,no
7299,11,12,no,no
7300,12,13,no,no
7301,14,13,no,yes
7302,14,15,no,no
7303,16,15,no,yes
7304,16,17,no,no
7305,1,0,no,yes
7306,2,1,no,yes
7307,2,3,no,no
7308,4,3,no,yes
7309,5,4,no,yes
7310,5,6,no,no
7311,7,6,no,yes
7312,7,8,no,no
7313,8,9,no,no
7314,9,10,no,no
7315,10,11,no,no
7316,11,12,no,no
7317,13,12,no,yes
7318,13,14,no,no
7319,14,15,no,no
7320,16,15,no,yes
7321,16,17,no,no
7322,17,18,no,no
7323,18,19,no,no
7324,20,19,no,yes
7325,0,1,no,no
7326,1,2,no,no
7327,3,2,no,yes
7328,3,4,no,no
7329,5,4,no,yes
7330,5,6,no,no
7331,6,7,no,no
7332,7,8,no,no
7333,8,9,no,no
7334,10,9,no,yes
7335,11,10,no,yes
7336,1,0,no,yes
7337,2,1,yes,yes
7338,2,3,no,no
7339,3,4,no,no
7340,4,5,no,no
7341,5,6,no,no
7342,7,6,no,yes
7343,7,8,no,no
7344,9,8,no,yes
7345,10,9,no,yes
7346,11,10,yes,yes
7347,12,11,no,yes
7348,13,12,no,yes
7349,13,14,no,no
7350,15,14,no,yes
7351,15,16,no,no
7352,16,17,no,no
7353,17,18,no,no
7354,18,19,no,no
7355,20,19,no,yes
7356,0,1,no,no
7357,1,2,no,no
7358,3,2,no,yes
7359,4,3,no,yes
7360,4,5,no,no
7361,5,6,no,no
7362,7,6,no,yes
7363,8,7,no,yes
7364,9,8,no,yes
7365,9,10,no,no
7366,10,11,no,no
7367,11,12,no,no
7368,12,13,no,no
7369,14,13,yes,yes
7370,15,14,no,yes
7371,15,16,no,no
7372,16,17,no,no
7373,17,18,no,no
7374,18,19,no,no
7375,19,20,no,no
7376,20,21,no,no
7377,21,22,no,no
7378,23,22,no,yes
7379,23,24,no,no
7380,25,24,yes,yes
7381,25,26,no,no
7382,26,27,no,no
7383,27,28,no,no
7384,29,28,no,yes
7385,30,29,no,yes
7386,30,31,no,no
7387,31,32,no,no
7388,0,1,no,no
7389,2,1,no,yes
7390,2,3,no,no
7391,4,3,no,yes
7392,5,4,yes,yes
7393,6,5,no,yes
7394,7,6,no,yes
7395,8,7,no,yes
7396,8,9,no,no
7397,9,10,no,no
7398,10,11,no,no
7399,11,12,no,no
7400,13,12,no,yes
7401,14,13,no,yes
7402,14,15,no,no
7403,15,16,no,no
7404,17,16,no,yes
7405,18,17,no,yes
7406,18,19,no,no
7407,19,20,no,no
7408,21,20,yes,yes
7409,21,22,no,no
7410,23,22,yes,yes
7411,1,0,no,yes
7412,1,2,no,no
7413,2,3,no,no
7414,4,3,no,yes
7415,4,5,no,no
7416,6,5,no,yes
7417,6,7,no,no
7418,8,7,no,yes
7419,9,8,no,yes
7420,10,9,no,yes
7421,11,10,no,yes
7422,12,11,no,yes
7423,13,12,no,yes
7424,14,13,no,yes
7425,14,15,no,no
7426,16,15,no,yes
7427,16,17,no,no
7428,17,18,no,no
7429,18,19,no,no
7430,20,19,no,yes
7431,20,21,no,no
7432,22,21,no,yes
7433,22,23,no,no
7434,0,1,no,no
7435,2,1,no,yes
7436,2,3,no,no
7437,3,4,no,no
7438,5,4,no,yes
7439,5,6,no,no
7440,6,7,no,no
7441,8,7,yes,yes
7442,8,9,no,no
7443,10,9,no,yes
7444,10,11,no,no
7445,1,0,no,yes
7446,2,1,no,yes
7447,2,3,no,no
7448,4,3,no,yes
7449,5,4,no,yes
7450,5,6,no,no
7451,7,6,no,yes
7452,7,8,no,no
7453,8,9,no,no
7454,10,9,no,yes
7455,10,11,no,no
7456,12,11,no,yes
7457,12,13,no,no
7458,13,14,no,no
7459,1,0,no,yes
7460,1,2,no,no
7461,2,3,no,no
7462,4,3,no,yes
7463,4,5,no,no
7464,5,6,no,no
7465,6,7,no,no
7466,8,7,no,yes
7467,8,9,no,no
7468,9,10,no,no
7469,10,11,no,no
7470,11,12,no,no
7471,13,12,no,yes
7472,14,13,no,yes
7473,14,15,no,no
7474,16,15,no,yes
7475,16,17,no,no
7476,17,18,no,no
7477,18,19,no,no
7478,20,19,yes,yes
7479,0,1,no,no
7480,2,1,no,yes
7481,2,3,no,no
7482,4,3,no,yes
7483,4,5,no,no
7484,5,6,no,no
7485,7,6,no,yes
7486,7,8,no,no
7487,8,9,no,no
7488,10,9,no,yes
7489,10,11,no,no
7490,11,12,no,no
7491,12,13,no,no
7492,13,14,no,no
7493,15,14,no,yes
7494,15,16,no,no
7495,16,17,no,no
7496,17,18,no,no
7497,19,18,no,yes
7498,20,19,no,yes
7499,21,20,no,yes
7500,21,22,no,no
7501,22,23,no,no
7502,23,24,no,no
7503,24,25,no,no
7504,25,26,no,no
7505,26,27,no,no
7506,28,27,no,yes
7507,28,29,no,no
7508,0,1,no,no
7509,1,2,no,no
7510,2,3,no,no
7511,4,3,no,yes
7512,5,4,no,yes
7513,6,5,no,yes
7514,7,6,no,yes
7515,7,8,no,no
7516,9,8,no,yes
7517,10,9,yes,yes
7518,10,11,no,no
7519,11,12,no,no
7520,12,13,no,no
7521,14,13,no,yes
7522,14,15,no,no
7523,16,15,no,yes
7524,17,16,no,yes
7525,18,17,no,yes
7526,19,18,no,yes
7527,20,19,no,yes
7528,20,21,no,no
7529,22,21,no,yes
7530,22,23,no,no
7531,23,24,no,no
7532,24,25,no,no
7533,25,26,no,no
7534,26,27,no,no
7535,28,27,no,yes
7536,28,29,no,no
7537,30,29,no,yes
7538,31,30,no,yes
7539,31,32,no,no
7540,0,1,no,no
7541,1,2,no,no
7542,2,3,no,no
7543,3,4,no,no
7544,5,4,no,yes
7545,5,6,no,no
7546,6,7,no,no
7547,8,7,no,yes
7548,9,8,no,yes
7549,9,10,no,no
7550,10,11,no,no
7551,11,12,no,no
7552,12,13,no,no
7553,13,14,no,no
7554,1,0,no,yes
7555,1,2,no,no
7556,2,3,no,no
7557,3,4,no,no
7558,5,4,no,yes
7559,5,6,no,no
7560,7,6,no,yes
7561,7,8,no,no
7562,8,9,no,no
7563,9,10,no,no
7564,11,10,no,yes
7565,11,12,no,no
7566,12,13,no,no
7567,13,14,no,no
7568,15,14,no,yes
7569,16,15,no,yes
7570,17,16,no,yes
7571,18,17,no,yes
7572,19,18,no,yes
7573,20,19,no,yes
7574,20,21,no,no
7575,21,22,no,no
7576,22,23,no,no
7577,24,23,no,yes
7578,24,25,no,no
7579,26,25,no,yes
7580,1,0,no,yes
7581,1,2,no,no
7582,2,3,no,no
7583,3,4,no,no
7584,4,5,no,no
7585,1,0,no,yes
7586,1,2,no,no
7587,3,2,no,yes
7588,3,4,no,no
7589,4,5,no,no
7590,6,5,no,yes
7591,6,7,no,no
7592,8,7,no,yes
7593,9,8,yes,yes
7594,10,9,no,yes
7595,10,11,no,no
7596,12,11,no,yes
7597,12,13,no,no
7598,13,14,no,no
7599,14,15,no,no
7600,16,15,no,yes
7601,17,16,yes,yes
7602,18,17,no,yes
7603,18,19,no,no
7604,19,20,no,no
7605,1,0,no,yes
7606,2,1,yes,yes
7607,2,3,no,no
7608,3,4,no,no
7609,4,5,no,no
7610,5,6,no,no
7611,6,7,no,no
7612,8,7,no,yes
7613,9,8,no,yes
7614,9,10,no,no
7615,10,11,no,no
7616,12,11,no,yes
7617,12,13,no,no
7618,14,13,no,yes
7619,14,15,no,no
7620,16,15,no,yes
7621,17,16,no,yes
7622,1,0,no,yes
7623,1,2,no,no
7624,3,2,no,yes
7625,3,4,no,no
7626,4,5,no,no
7627,6,5,no,yes
7628,6,7,no,no
7629,7,8,no,no
7630,0,1,no,no
7631,1,2,no,no
7632,3,2,no,yes
7633,3,4,no,no
7634,4,5,no,no
7635,5,6,no,no
7636,7,6,no,yes
7637,7,8,no,no
7638,9,8,no,yes
7639,10,9,no,yes
7640,10,11,no,no
7641,12,11,no,yes
7642,12,13,no,no
7643,13,14,no,no
7644,15,14,no,yes
7645,16,15,no,yes
7646,17,16,no,yes
7647,18,17,no,yes
7648,19,18,no,yes
7649,20,19,no,yes
7650,20,21,no,no
7651,21,22,no,no
7652,22,23,no,no
7653,23,24,no,no
7654,25,24,no,yes
7655,25,26,no,no
7656,0,1,no,no
7657,2,1,no,yes
7658,2,3,no,no
7659,4,3,no,yes
7660,4,5,no,no
7661,0,1,no,no
7662,2,1,no,yes
7663,2,3,no,no
7664,3,4,no,no
7665,4,5,no,no
7666,6,5,no,yes
7667,6,7,no,no
7668,7,8,no,no
7669,9,8,no,yes
7670,10,9,no,yes
7671,10,11,no,no
7672,12,11,no,yes
7673,13,12,no,yes
7674,14,13,yes,yes
7675,1,0,yes,yes
7676,2,1,no,yes
7677,3,2,no,yes
7678,3,4,no,no
7679,5,4,no,yes
7680,6,5,yes,yes
7681,7,6,no,yes
7682,7,8,no,no
7683,9,8,no,yes
7684,10,9,no,yes
7685,10,11,no,no
7686,1,0,no,yes
7687,1,2,no,no
7688,3,2,no,yes
7689,3,4,no,no
7690,5,4,no,yes
7691,6,5,no,yes
7692,7,6,no,yes
7693,7,8,no,no
7694,9,8,no,yes
7695,10,9,no,yes
7696,11,10,yes,yes
7697,1,0,no,yes
7698,1,2,no,no
7699,3,2,no,yes
7700,3,4,no,no
7701,5,4,no,yes
7702,6,5,no,yes
7703,7,6,no,yes
7704,8,7,no,yes
7705,0,1,no,no
7706,1,2,no,no
7707,3,2,no,yes
7708,3,4,no,no
7709,4,5,no,no
7710,6,5,no,yes
7711,7,6,no,yes
7712,8,7,no,yes
