,step1,step2,prediction,gold
6306,2,3,yes,yes
6307,4,3,yes,no
6308,5,4,yes,no
6309,5,6,yes,yes
6310,7,6,yes,no
6311,7,8,yes,yes
6312,8,9,yes,yes
6313,9,10,yes,yes
6314,11,10,yes,no
6315,11,12,yes,yes
6316,12,13,yes,yes
6317,14,13,yes,no
6318,15,14,yes,no
6319,16,15,yes,no
6320,17,16,yes,no
6321,18,17,yes,no
6322,19,18,yes,no
6323,19,20,yes,yes
6324,20,21,yes,yes
6325,22,21,yes,no
6326,22,23,yes,yes
6327,23,24,yes,yes
6328,25,24,yes,no
6329,25,26,yes,yes
6330,26,27,yes,yes
6331,27,28,yes,yes
6332,28,29,yes,yes
6333,30,29,yes,no
6334,31,30,yes,no
6335,31,32,yes,yes
6336,32,33,yes,yes
6337,34,33,yes,no
6338,34,35,yes,yes
6339,35,36,yes,yes
6340,36,37,yes,yes
6341,38,37,yes,no
6342,1,0,no,no
6343,1,2,yes,yes
6344,3,2,yes,no
6345,4,3,yes,no
6346,4,5,yes,yes
6347,6,5,yes,no
6348,6,7,yes,yes
6349,8,7,yes,no
6350,8,9,yes,yes
6351,10,9,yes,no
6352,11,10,yes,no
6353,11,12,yes,yes
6354,12,13,yes,yes
6355,14,13,yes,no
6356,0,1,yes,yes
6357,1,2,yes,yes
6358,2,3,yes,yes
6359,4,3,yes,no
6360,5,4,yes,no
6361,5,6,yes,yes
6362,6,7,yes,yes
6363,7,8,yes,yes
6364,8,9,yes,yes
6365,9,10,yes,yes
6366,10,11,yes,yes
6367,12,11,no,no
6368,13,12,yes,no
6369,13,14,yes,yes
6370,15,14,yes,no
6371,15,16,yes,yes
6372,16,17,yes,yes
6373,17,18,yes,yes
6374,18,19,yes,yes
6375,19,20,yes,yes
6376,0,1,yes,yes
6377,2,1,yes,no
6378,2,3,yes,yes
6379,4,3,yes,no
6380,5,4,yes,no
6381,5,6,yes,yes
6382,7,6,yes,no
6383,8,7,yes,no
6384,8,9,yes,yes
6385,9,10,yes,yes
6386,11,10,yes,no
6387,11,12,yes,yes
6388,12,13,yes,yes
6389,14,13,yes,no
6390,14,15,yes,yes
6391,16,15,yes,no
6392,16,17,yes,yes
6393,1,0,yes,no
6394,2,1,yes,no
6395,2,3,yes,yes
6396,4,3,yes,no
6397,4,5,yes,yes
6398,6,5,yes,no
6399,6,7,yes,yes
6400,8,7,no,no
6401,8,9,yes,yes
6402,10,9,yes,no
6403,11,10,no,no
6404,0,1,yes,yes
6405,1,2,yes,yes
6406,2,3,yes,yes
6407,4,3,yes,no
6408,5,4,yes,no
6409,5,6,yes,yes
6410,6,7,yes,yes
6411,7,8,yes,yes
6412,0,1,yes,yes
6413,1,2,yes,yes
6414,2,3,yes,yes
6415,4,3,yes,no
6416,4,5,yes,yes
6417,6,5,yes,no
6418,6,7,yes,yes
6419,8,7,yes,no
6420,8,9,yes,yes
6421,9,10,yes,yes
6422,10,11,yes,yes
6423,12,11,yes,no
6424,13,12,yes,no
6425,13,14,yes,yes
6426,14,15,yes,yes
6427,16,15,no,no
6428,17,16,yes,no
6429,0,1,yes,yes
6430,1,2,yes,yes
6431,3,2,yes,no
6432,4,3,yes,no
6433,4,5,yes,yes
6434,5,6,yes,yes
6435,7,6,yes,no
6436,7,8,yes,yes
6437,9,8,yes,no
6438,10,9,yes,no
6439,10,11,yes,yes
6440,1,0,yes,no
6441,2,1,yes,no
6442,2,3,yes,yes
6443,3,4,yes,yes
6444,5,4,yes,no
6445,5,6,yes,yes
6446,6,7,yes,yes
6447,7,8,yes,yes
6448,9,8,yes,no
6449,10,9,yes,no
6450,10,11,yes,yes
6451,12,11,no,no
6452,13,12,yes,no
6453,14,13,no,no
6454,1,0,yes,no
6455,1,2,yes,yes
6456,3,2,yes,no
6457,3,4,yes,yes
6458,4,5,yes,yes
6459,6,5,yes,no
6460,6,7,yes,yes
6461,8,7,yes,no
6462,1,0,yes,no
6463,1,2,yes,yes
6464,3,2,yes,no
6465,4,3,yes,no
6466,4,5,yes,yes
6467,5,6,yes,yes
6468,7,6,yes,no
6469,8,7,yes,no
6470,8,9,yes,yes
6471,9,10,yes,yes
6472,10,11,yes,yes
6473,11,12,yes,yes
6474,13,12,yes,no
6475,14,13,yes,no
6476,14,15,yes,yes
6477,15,16,yes,yes
6478,17,16,yes,no
6479,0,1,yes,yes
6480,2,1,yes,no
6481,2,3,yes,yes
6482,4,3,yes,no
6483,5,4,yes,no
6484,6,5,yes,no
6485,6,7,yes,yes
6486,7,8,yes,yes
6487,1,0,yes,no
6488,2,1,yes,no
6489,3,2,yes,no
6490,3,4,yes,yes
6491,5,4,yes,no
6492,5,6,yes,yes
6493,6,7,yes,yes
6494,7,8,yes,yes
6495,1,0,yes,no
6496,1,2,yes,yes
6497,2,3,yes,yes
6498,3,4,yes,yes
6499,4,5,yes,yes
6500,5,6,yes,yes
6501,7,6,yes,no
6502,8,7,yes,no
6503,8,9,yes,yes
6504,10,9,yes,no
6505,10,11,yes,yes
6506,12,11,yes,no
6507,12,13,yes,yes
6508,14,13,yes,no
6509,15,14,yes,no
6510,15,16,yes,yes
6511,16,17,yes,yes
6512,17,18,yes,yes
6513,18,19,yes,yes
6514,19,20,yes,yes
6515,21,20,yes,no
6516,22,21,yes,no
6517,23,22,yes,no
6518,0,1,yes,yes
6519,1,2,yes,yes
6520,3,2,yes,no
6521,3,4,yes,yes
6522,5,4,yes,no
6523,6,5,yes,no
6524,7,6,yes,no
6525,8,7,yes,no
6526,8,9,yes,yes
6527,9,10,yes,yes
6528,10,11,yes,yes
6529,12,11,yes,no
6530,12,13,yes,yes
6531,14,13,yes,no
6532,15,14,yes,no
6533,15,16,yes,yes
6534,16,17,yes,yes
6535,17,18,yes,yes
6536,19,18,yes,no
6537,19,20,yes,yes
6538,1,0,yes,no
6539,1,2,yes,yes
6540,2,3,yes,yes
6541,3,4,yes,yes
6542,4,5,yes,yes
6543,5,6,yes,yes
6544,6,7,yes,yes
6545,7,8,yes,yes
6546,8,9,yes,yes
6547,10,9,yes,no
6548,10,11,yes,yes
6549,12,11,yes,no
6550,12,13,yes,yes
6551,13,14,yes,yes
6552,14,15,yes,yes
6553,16,15,no,no
6554,16,17,no,yes
6555,1,0,yes,no
6556,1,2,yes,yes
6557,2,3,yes,yes
6558,4,3,yes,no
6559,5,4,yes,no
6560,5,6,yes,yes
6561,7,6,yes,no
6562,8,7,yes,no
6563,8,9,yes,yes
6564,10,9,yes,no
6565,10,11,yes,yes
6566,11,12,yes,yes
6567,12,13,yes,yes
6568,14,13,yes,no
6569,14,15,yes,yes
6570,15,16,yes,yes
6571,17,16,yes,no
6572,18,17,yes,no
6573,18,19,yes,yes
6574,19,20,yes,yes
6575,1,0,yes,no
6576,1,2,yes,yes
6577,3,2,yes,no
6578,4,3,yes,no
6579,4,5,yes,yes
6580,5,6,yes,yes
6581,6,7,yes,yes
6582,7,8,yes,yes
6583,1,0,yes,no
6584,2,1,yes,no
6585,3,2,yes,no
6586,4,3,yes,no
6587,5,4,yes,no
6588,5,6,yes,yes
6589,6,7,yes,yes
6590,8,7,yes,no
6591,9,8,yes,no
6592,9,10,yes,yes
6593,10,11,yes,yes
6594,12,11,yes,no
6595,12,13,yes,yes
6596,13,14,yes,yes
6597,15,14,yes,no
6598,15,16,no,yes
6599,16,17,yes,yes
6600,18,17,yes,no
6601,18,19,yes,yes
6602,19,20,yes,yes
6603,0,1,yes,yes
6604,2,1,yes,no
6605,2,3,yes,yes
6606,3,4,yes,yes
6607,4,5,yes,yes
6608,6,5,yes,no
6609,7,6,yes,no
6610,7,8,yes,yes
6611,9,8,yes,no
6612,9,10,yes,yes
6613,11,10,no,no
6614,0,1,yes,yes
6615,2,1,yes,no
6616,2,3,yes,yes
6617,3,4,yes,yes
6618,5,4,yes,no
6619,5,6,yes,yes
6620,6,7,yes,yes
6621,7,8,yes,yes
6622,9,8,yes,no
6623,9,10,yes,yes
6624,11,10,yes,no
6625,11,12,yes,yes
6626,12,13,yes,yes
6627,13,14,yes,yes
6628,14,15,yes,yes
6629,15,16,yes,yes
6630,16,17,yes,yes
6631,18,17,yes,no
6632,19,18,yes,no
6633,20,19,yes,no
6634,20,21,yes,yes
6635,21,22,yes,yes
6636,22,23,yes,yes
6637,24,23,yes,no
6638,24,25,yes,yes
6639,26,25,yes,no
6640,26,27,yes,yes
6641,28,27,yes,no
6642,28,29,yes,yes
6643,1,0,yes,no
6644,2,1,yes,no
6645,3,2,yes,no
6646,3,4,yes,yes
6647,5,4,yes,no
6648,5,6,yes,yes
6649,6,7,yes,yes
6650,8,7,no,no
6651,1,0,yes,no
6652,2,1,no,no
6653,2,3,yes,yes
6654,3,4,yes,yes
6655,5,4,yes,no
6656,5,6,yes,yes
6657,7,6,yes,no
6658,7,8,yes,yes
6659,8,9,yes,yes
6660,10,9,no,no
6661,10,11,yes,yes
6662,0,1,yes,yes
6663,2,1,yes,no
6664,2,3,yes,yes
6665,3,4,yes,yes
6666,5,4,yes,no
6667,6,5,yes,no
6668,6,7,yes,yes
6669,7,8,yes,yes
6670,9,8,yes,no
6671,9,10,yes,yes
6672,11,10,yes,no
6673,12,11,yes,no
6674,13,12,yes,no
6675,13,14,yes,yes
6676,0,1,yes,yes
6677,2,1,yes,no
6678,3,2,yes,no
6679,4,3,yes,no
6680,5,4,yes,no
6681,5,6,yes,yes
6682,7,6,yes,no
6683,8,7,yes,no
6684,9,8,yes,no
6685,9,10,yes,yes
6686,11,10,no,no
6687,1,0,yes,no
6688,1,2,yes,yes
6689,3,2,yes,no
6690,4,3,yes,no
6691,4,5,yes,yes
6692,5,6,yes,yes
6693,7,6,yes,no
6694,8,7,yes,no
6695,1,0,no,no
6696,1,2,yes,yes
6697,2,3,yes,yes
6698,3,4,yes,yes
6699,4,5,yes,yes
6700,5,6,yes,yes
6701,6,7,yes,yes
6702,8,7,no,no
6703,8,9,yes,yes
6704,10,9,yes,no
6705,11,10,no,no
6706,12,11,no,no
6707,12,13,yes,yes
6708,13,14,yes,yes
6709,1,0,yes,no
6710,1,2,yes,yes
6711,3,2,yes,no
6712,4,3,yes,no
6713,5,4,no,no
6714,5,6,yes,yes
6715,6,7,yes,yes
6716,7,8,yes,yes
6717,9,8,yes,no
6718,10,9,yes,no
6719,11,10,yes,no
6720,11,12,yes,yes
6721,12,13,yes,yes
6722,13,14,yes,yes
6723,0,1,yes,yes
6724,1,2,yes,yes
6725,3,2,yes,no
6726,3,4,yes,yes
6727,4,5,yes,yes
6728,5,6,yes,yes
6729,6,7,yes,yes
6730,8,7,yes,no
6731,9,8,yes,no
6732,10,9,yes,no
6733,10,11,yes,yes
6734,11,12,yes,yes
6735,13,12,yes,no
6736,14,13,yes,no
6737,1,0,yes,no
6738,1,2,yes,yes
6739,3,2,yes,no
6740,3,4,yes,yes
6741,5,4,yes,no
6742,6,5,yes,no
6743,6,7,yes,yes
6744,8,7,yes,no
6745,8,9,yes,yes
6746,10,9,yes,no
6747,11,10,yes,no
6748,11,12,yes,yes
6749,13,12,yes,no
6750,14,13,yes,no
6751,14,15,yes,yes
6752,16,15,yes,no
6753,16,17,yes,yes
6754,18,17,yes,no
6755,18,19,yes,yes
6756,20,19,yes,no
6757,20,21,yes,yes
6758,21,22,yes,yes
6759,23,22,yes,no
6760,23,24,yes,yes
6761,25,24,yes,no
6762,25,26,yes,yes
6763,1,0,yes,no
6764,2,1,yes,no
6765,2,3,yes,yes
6766,4,3,yes,no
6767,5,4,yes,no
6768,5,6,yes,yes
6769,7,6,yes,no
6770,8,7,yes,no
6771,9,8,yes,no
6772,10,9,yes,no
6773,10,11,yes,yes
6774,11,12,yes,yes
6775,12,13,yes,yes
6776,13,14,yes,yes
6777,14,15,yes,yes
6778,16,15,yes,no
6779,17,16,yes,no
6780,18,17,yes,no
6781,19,18,yes,no
6782,20,19,yes,no
6783,20,21,yes,yes
6784,22,21,yes,no
6785,23,22,yes,no
6786,0,1,yes,yes
6787,1,2,yes,yes
6788,3,2,yes,no
6789,4,3,yes,no
6790,4,5,yes,yes
6791,6,5,yes,no
6792,6,7,yes,yes
6793,7,8,yes,yes
6794,0,1,yes,yes
6795,2,1,yes,no
6796,2,3,yes,yes
6797,3,4,yes,yes
6798,4,5,yes,yes
6799,5,6,yes,yes
6800,6,7,yes,yes
6801,7,8,yes,yes
6802,9,8,yes,no
6803,10,9,yes,no
6804,10,11,yes,yes
6805,11,12,yes,yes
6806,12,13,yes,yes
6807,13,14,yes,yes
6808,15,14,yes,no
6809,15,16,yes,yes
6810,16,17,yes,yes
6811,17,18,yes,yes
6812,19,18,yes,no
6813,19,20,yes,yes
6814,20,21,yes,yes
6815,21,22,yes,yes
6816,23,22,yes,no
6817,1,0,yes,no
6818,2,1,yes,no
6819,2,3,yes,yes
6820,4,3,yes,no
6821,5,4,yes,no
6822,5,6,no,yes
6823,6,7,yes,yes
6824,8,7,yes,no
6825,8,9,yes,yes
6826,9,10,yes,yes
6827,11,10,yes,no
6828,12,11,no,no
6829,13,12,yes,no
6830,14,13,no,no
6831,1,0,yes,no
6832,2,1,yes,no
6833,3,2,yes,no
6834,3,4,yes,yes
6835,5,4,yes,no
6836,5,6,yes,yes
6837,7,6,yes,no
6838,7,8,yes,yes
6839,8,9,yes,yes
6840,10,9,no,no
6841,11,10,yes,no
6842,11,12,yes,yes
6843,13,12,yes,no
6844,14,13,yes,no
6845,15,14,yes,no
6846,16,15,yes,no
6847,17,16,yes,no
6848,18,17,yes,no
6849,19,18,yes,no
6850,20,19,yes,no
6851,1,0,yes,no
6852,1,2,yes,yes
6853,2,3,yes,yes
6854,4,3,yes,no
6855,4,5,yes,yes
6856,6,5,yes,no
6857,6,7,yes,yes
6858,8,7,yes,no
6859,9,8,yes,no
6860,9,10,yes,yes
6861,10,11,yes,yes
6862,11,12,yes,yes
6863,13,12,yes,no
6864,14,13,yes,no
6865,14,15,yes,yes
6866,16,15,yes,no
6867,16,17,yes,yes
6868,18,17,yes,no
6869,19,18,yes,no
6870,20,19,yes,no
6871,20,21,yes,yes
6872,21,22,yes,yes
6873,22,23,yes,yes
6874,24,23,yes,no
6875,25,24,yes,no
6876,26,25,yes,no
6877,1,0,yes,no
6878,2,1,yes,no
6879,3,2,yes,no
6880,4,3,yes,no
6881,5,4,no,no
6882,6,5,yes,no
6883,6,7,yes,yes
6884,8,7,yes,no
6885,8,9,yes,yes
6886,9,10,yes,yes
6887,10,11,yes,yes
6888,11,12,yes,yes
6889,13,12,yes,no
6890,13,14,yes,yes
6891,15,14,yes,no
6892,16,15,yes,no
6893,17,16,no,no
6894,0,1,yes,yes
6895,1,2,yes,yes
6896,3,2,yes,no
6897,4,3,yes,no
6898,4,5,yes,yes
6899,5,6,yes,yes
6900,7,6,yes,no
6901,8,7,yes,no
6902,9,8,yes,no
6903,10,9,yes,no
6904,10,11,yes,yes
6905,12,11,yes,no
6906,12,13,yes,yes
6907,13,14,yes,yes
6908,14,15,no,yes
6909,15,16,yes,yes
6910,17,16,yes,no
6911,17,18,yes,yes
6912,18,19,yes,yes
6913,19,20,yes,yes
6914,0,1,yes,yes
6915,2,1,yes,no
6916,3,2,yes,no
6917,4,3,yes,no
6918,4,5,yes,yes
6919,6,5,yes,no
6920,6,7,yes,yes
6921,7,8,yes,yes
6922,0,1,yes,yes
6923,1,2,yes,yes
6924,3,2,yes,no
6925,4,3,yes,no
6926,4,5,yes,yes
6927,6,5,yes,no
6928,6,7,yes,yes
6929,7,8,yes,yes
6930,8,9,yes,yes
6931,10,9,yes,no
6932,10,11,yes,yes
6933,12,11,yes,no
6934,12,13,yes,yes
6935,13,14,yes,yes
6936,0,1,yes,yes
6937,1,2,yes,yes
6938,2,3,yes,yes
6939,4,3,yes,no
6940,5,4,yes,no
6941,5,6,yes,yes
6942,6,7,yes,yes
6943,8,7,yes,no
6944,8,9,yes,yes
6945,9,10,yes,yes
6946,10,11,yes,yes
6947,11,12,yes,yes
6948,12,13,yes,yes
6949,14,13,no,no
6950,1,0,yes,no
6951,1,2,yes,yes
6952,2,3,yes,yes
6953,3,4,yes,yes
6954,5,4,yes,no
6955,5,6,yes,yes
6956,7,6,yes,no
6957,7,8,yes,yes
6958,9,8,yes,no
6959,9,10,yes,yes
6960,10,11,yes,yes
6961,11,12,yes,yes
6962,12,13,yes,yes
6963,14,13,yes,no
6964,0,1,yes,yes
6965,2,1,yes,no
6966,2,3,yes,yes
6967,4,3,yes,no
6968,5,4,yes,no
6969,5,6,yes,yes
6970,7,6,yes,no
6971,8,7,yes,no
6972,8,9,yes,yes
6973,10,9,yes,no
6974,11,10,no,no
6975,0,1,yes,yes
6976,1,2,yes,yes
6977,2,3,yes,yes
6978,3,4,yes,yes
6979,5,4,yes,no
6980,6,5,yes,no
6981,7,6,yes,no
6982,8,7,yes,no
6983,8,9,yes,yes
6984,10,9,yes,no
6985,10,11,yes,yes
6986,12,11,yes,no
6987,13,12,yes,no
6988,13,14,yes,yes
6989,14,15,yes,yes
6990,15,16,yes,yes
6991,17,16,yes,no
6992,1,0,yes,no
6993,2,1,yes,no
6994,3,2,yes,no
6995,3,4,yes,yes
6996,4,5,yes,yes
6997,6,5,yes,no
6998,6,7,yes,yes
6999,7,8,yes,yes
7000,8,9,yes,yes
7001,9,10,yes,yes
7002,11,10,yes,no
7003,12,11,yes,no
7004,13,12,yes,no
7005,14,13,no,no
7006,15,14,yes,no
7007,16,15,yes,no
7008,17,16,yes,no
7009,0,1,yes,yes
7010,1,2,yes,yes
7011,3,2,yes,no
7012,4,3,yes,no
7013,4,5,yes,yes
7014,6,5,yes,no
7015,7,6,yes,no
7016,7,8,yes,yes
7017,8,9,yes,yes
7018,9,10,yes,yes
7019,11,10,yes,no
7020,12,11,yes,no
7021,13,12,yes,no
7022,14,13,yes,no
7023,14,15,yes,yes
7024,15,16,yes,yes
7025,17,16,yes,no
7026,17,18,yes,yes
7027,19,18,yes,no
7028,19,20,yes,yes
7029,20,21,yes,yes
7030,22,21,yes,no
7031,23,22,yes,no
7032,1,0,yes,no
7033,1,2,yes,yes
7034,3,2,yes,no
7035,3,4,yes,yes
7036,5,4,yes,no
7037,5,6,yes,yes
7038,6,7,yes,yes
7039,8,7,yes,no
7040,9,8,yes,no
7041,9,10,yes,yes
7042,11,10,yes,no
7043,11,12,yes,yes
7044,13,12,yes,no
7045,13,14,yes,yes
7046,14,15,yes,yes
7047,15,16,yes,yes
7048,16,17,yes,yes
7049,17,18,yes,yes
7050,18,19,yes,yes
7051,19,20,yes,yes
7052,21,20,yes,no
7053,22,21,yes,no
7054,22,23,yes,yes
7055,1,0,yes,no
7056,2,1,yes,no
7057,3,2,yes,no
7058,3,4,yes,yes
7059,5,4,yes,no
7060,5,6,yes,yes
7061,7,6,yes,no
7062,8,7,yes,no
7063,9,8,yes,no
7064,9,10,yes,yes
7065,10,11,yes,yes
7066,12,11,yes,no
7067,12,13,yes,yes
7068,14,13,yes,no
7069,15,14,yes,no
7070,16,15,yes,no
7071,17,16,yes,no
7072,17,18,yes,yes
7073,19,18,yes,no
7074,20,19,yes,no
7075,21,20,yes,no
7076,22,21,yes,no
7077,22,23,yes,yes
7078,1,0,yes,no
7079,1,2,yes,yes
7080,3,2,yes,no
7081,4,3,yes,no
7082,5,4,yes,no
7083,6,5,yes,no
7084,7,6,yes,no
7085,7,8,yes,yes
7086,9,8,yes,no
7087,9,10,yes,yes
7088,10,11,yes,yes
7089,11,12,yes,yes
7090,12,13,yes,yes
7091,14,13,yes,no
7092,15,14,yes,no
7093,16,15,yes,no
7094,17,16,yes,no
7095,17,18,yes,yes
7096,18,19,yes,yes
7097,20,19,yes,no
7098,21,20,yes,no
7099,22,21,yes,no
7100,22,23,yes,yes
7101,23,24,yes,yes
7102,24,25,yes,yes
7103,25,26,yes,yes
7104,0,1,yes,yes
7105,2,1,yes,no
7106,2,3,yes,yes
7107,4,3,yes,no
7108,4,5,yes,yes
7109,5,6,yes,yes
7110,7,6,yes,no
7111,8,7,yes,no
7112,9,8,yes,no
7113,9,10,yes,yes
7114,11,10,yes,no
7115,12,11,yes,no
7116,13,12,yes,no
7117,14,13,yes,no
7118,14,15,yes,yes
7119,15,16,yes,yes
7120,17,16,yes,no
7121,18,17,yes,no
7122,18,19,no,yes
7123,19,20,yes,yes
7124,21,20,yes,no
7125,21,22,yes,yes
7126,23,22,yes,no
7127,23,24,yes,yes
7128,25,24,yes,no
7129,25,26,yes,yes
7130,27,26,yes,no
7131,27,28,yes,yes
7132,28,29,yes,yes
7133,30,29,no,no
7134,31,30,yes,no
7135,32,31,yes,no
7136,1,0,yes,no
7137,1,2,yes,yes
7138,2,3,yes,yes
7139,3,4,yes,yes
7140,4,5,yes,yes
7141,5,6,yes,yes
7142,6,7,yes,yes
7143,7,8,yes,yes
7144,9,8,yes,no
7145,10,9,yes,no
7146,10,11,yes,yes
7147,11,12,yes,yes
7148,13,12,yes,no
7149,14,13,yes,no
7150,14,15,yes,yes
7151,15,16,yes,yes
7152,17,16,yes,no
7153,17,18,yes,yes
7154,18,19,yes,yes
7155,20,19,yes,no
7156,21,20,yes,no
7157,21,22,yes,yes
7158,22,23,yes,yes
7159,23,24,yes,yes
7160,24,25,yes,yes
7161,26,25,yes,no
7162,27,26,yes,no
7163,27,28,yes,yes
7164,28,29,yes,yes
7165,29,30,yes,yes
7166,31,30,yes,no
7167,32,31,no,no
7168,0,1,yes,yes
7169,1,2,yes,yes
7170,3,2,yes,no
7171,3,4,yes,yes
7172,5,4,yes,no
7173,6,5,no,no
7174,7,6,yes,no
7175,7,8,yes,yes
7176,8,9,yes,yes
7177,9,10,yes,yes
7178,10,11,yes,yes
7179,11,12,yes,yes
7180,13,12,yes,no
7181,13,14,yes,yes
7182,15,14,yes,no
7183,15,16,yes,yes
7184,16,17,yes,yes
7185,0,1,yes,yes
7186,2,1,yes,no
7187,2,3,yes,yes
7188,3,4,yes,yes
7189,5,4,yes,no
7190,6,5,yes,no
7191,7,6,yes,no
7192,7,8,yes,yes
7193,9,8,no,no
7194,9,10,yes,yes
7195,11,10,yes,no
7196,11,12,yes,yes
7197,13,12,yes,no
7198,13,14,yes,yes
7199,14,15,yes,yes
7200,15,16,yes,yes
7201,16,17,yes,yes
7202,17,18,yes,yes
7203,18,19,yes,yes
7204,20,19,yes,no
7205,21,20,yes,no
7206,22,21,yes,no
7207,22,23,yes,yes
7208,23,24,yes,yes
7209,24,25,yes,yes
7210,25,26,yes,yes
7211,1,0,yes,no
7212,1,2,yes,yes
7213,2,3,yes,yes
7214,4,3,yes,no
7215,5,4,yes,no
7216,6,5,yes,no
7217,6,7,yes,yes
7218,8,7,yes,no
7219,8,9,yes,yes
7220,10,9,yes,no
7221,11,10,yes,no
7222,11,12,yes,yes
7223,13,12,yes,no
7224,13,14,yes,yes
7225,15,14,no,no
7226,16,15,yes,no
7227,16,17,yes,yes
7228,0,1,yes,yes
7229,2,1,yes,no
7230,2,3,yes,yes
7231,3,4,yes,yes
7232,4,5,yes,yes
7233,6,5,yes,no
7234,6,7,yes,yes
7235,7,8,yes,yes
7236,8,9,yes,yes
7237,10,9,yes,no
7238,11,10,yes,no
7239,12,11,yes,no
7240,12,13,yes,yes
7241,13,14,yes,yes
7242,15,14,yes,no
7243,16,15,yes,no
7244,16,17,yes,yes
7245,18,17,yes,no
7246,18,19,yes,yes
7247,19,20,yes,yes
7248,20,21,yes,yes
7249,21,22,yes,yes
7250,22,23,yes,yes
7251,0,1,yes,yes
7252,2,1,yes,no
7253,2,3,yes,yes
7254,3,4,yes,yes
7255,5,4,yes,no
7256,6,5,no,no
7257,6,7,yes,yes
7258,7,8,yes,yes
7259,9,8,yes,no
7260,10,9,yes,no
7261,11,10,yes,no
7262,11,12,yes,yes
7263,13,12,yes,no
7264,14,13,yes,no
7265,15,14,yes,no
7266,16,15,no,no
7267,17,16,yes,no
7268,0,1,yes,yes
7269,2,1,yes,no
7270,3,2,yes,no
7271,4,3,yes,no
7272,4,5,yes,yes
7273,5,6,yes,yes
7274,6,7,yes,yes
7275,7,8,yes,yes
7276,9,8,yes,no
7277,9,10,yes,yes
7278,10,11,yes,yes
7279,12,11,yes,no
7280,13,12,yes,no
7281,14,13,yes,no
7282,14,15,yes,yes
7283,16,15,yes,no
7284,16,17,yes,yes
7285,17,18,yes,yes
7286,19,18,yes,no
7287,19,20,yes,yes
7288,1,0,yes,no
7289,1,2,yes,yes
7290,3,2,yes,no
7291,3,4,yes,yes
7292,5,4,yes,no
7293,6,5,yes,no
7294,6,7,yes,yes
7295,8,7,yes,no
7296,9,8,yes,no
7297,9,10,yes,yes
7298,10,11,yes,yes
7299,11,12,yes,yes
7300,12,13,yes,yes
7301,14,13,yes,no
7302,14,15,yes,yes
7303,16,15,yes,no
7304,16,17,yes,yes
7305,1,0,yes,no
7306,2,1,yes,no
7307,2,3,yes,yes
7308,4,3,yes,no
7309,5,4,yes,no
7310,5,6,yes,yes
7311,7,6,yes,no
7312,7,8,yes,yes
7313,8,9,yes,yes
7314,9,10,yes,yes
7315,10,11,yes,yes
7316,11,12,yes,yes
7317,13,12,yes,no
7318,13,14,yes,yes
7319,14,15,yes,yes
7320,16,15,yes,no
7321,16,17,yes,yes
7322,17,18,yes,yes
7323,18,19,yes,yes
7324,20,19,yes,no
7325,0,1,yes,yes
7326,1,2,yes,yes
7327,3,2,yes,no
7328,3,4,yes,yes
7329,5,4,yes,no
7330,5,6,yes,yes
7331,6,7,yes,yes
7332,7,8,yes,yes
7333,8,9,yes,yes
7334,10,9,yes,no
7335,11,10,no,no
7336,1,0,yes,no
7337,2,1,yes,no
7338,2,3,yes,yes
7339,3,4,yes,yes
7340,4,5,yes,yes
7341,5,6,yes,yes
7342,7,6,yes,no
7343,7,8,yes,yes
7344,9,8,yes,no
7345,10,9,yes,no
7346,11,10,yes,no
7347,12,11,yes,no
7348,13,12,yes,no
7349,13,14,yes,yes
7350,15,14,yes,no
7351,15,16,yes,yes
7352,16,17,yes,yes
7353,17,18,yes,yes
7354,18,19,yes,yes
7355,20,19,yes,no
7356,0,1,yes,yes
7357,1,2,yes,yes
7358,3,2,yes,no
7359,4,3,yes,no
7360,4,5,yes,yes
7361,5,6,yes,yes
7362,7,6,yes,no
7363,8,7,yes,no
7364,9,8,yes,no
7365,9,10,yes,yes
7366,10,11,yes,yes
7367,11,12,yes,yes
7368,12,13,yes,yes
7369,14,13,no,no
7370,15,14,yes,no
7371,15,16,yes,yes
7372,16,17,yes,yes
7373,17,18,yes,yes
7374,18,19,yes,yes
7375,19,20,yes,yes
7376,20,21,yes,yes
7377,21,22,yes,yes
7378,23,22,yes,no
7379,23,24,yes,yes
7380,25,24,yes,no
7381,25,26,yes,yes
7382,26,27,yes,yes
7383,27,28,yes,yes
7384,29,28,no,no
7385,30,29,yes,no
7386,30,31,yes,yes
7387,31,32,yes,yes
7388,0,1,yes,yes
7389,2,1,yes,no
7390,2,3,yes,yes
7391,4,3,yes,no
7392,5,4,yes,no
7393,6,5,yes,no
7394,7,6,yes,no
7395,8,7,yes,no
7396,8,9,yes,yes
7397,9,10,yes,yes
7398,10,11,yes,yes
7399,11,12,yes,yes
7400,13,12,yes,no
7401,14,13,yes,no
7402,14,15,yes,yes
7403,15,16,yes,yes
7404,17,16,yes,no
7405,18,17,yes,no
7406,18,19,yes,yes
7407,19,20,yes,yes
7408,21,20,no,no
7409,21,22,yes,yes
7410,23,22,no,no
7411,1,0,yes,no
7412,1,2,yes,yes
7413,2,3,yes,yes
7414,4,3,yes,no
7415,4,5,yes,yes
7416,6,5,yes,no
7417,6,7,yes,yes
7418,8,7,yes,no
7419,9,8,no,no
7420,10,9,yes,no
7421,11,10,yes,no
7422,12,11,yes,no
7423,13,12,yes,no
7424,14,13,yes,no
7425,14,15,yes,yes
