,step1,step2,prediction,gold
2366,16,21,no,no
2367,17,22,no,no
2368,23,18,yes,yes
2369,5,0,yes,yes
2370,6,1,yes,yes
2371,2,7,no,no
2372,8,3,yes,yes
2373,4,9,no,no
2374,10,5,yes,yes
2375,6,11,no,no
2376,0,5,no,no
2377,1,6,no,no
2378,7,2,no,yes
2379,3,8,yes,no
2380,4,9,no,no
2381,5,10,yes,no
2382,6,11,yes,no
2383,7,12,no,no
2384,13,8,yes,yes
2385,9,14,no,no
2386,10,15,no,no
2387,11,16,no,no
2388,17,12,yes,yes
2389,18,13,yes,yes
2390,19,14,yes,yes
2391,20,15,yes,yes
2392,21,16,yes,yes
2393,17,22,no,no
2394,23,18,yes,yes
2395,5,0,no,yes
2396,6,1,yes,yes
2397,7,2,yes,yes
2398,8,3,yes,yes
2399,9,4,yes,yes
2400,5,10,yes,no
2401,11,6,yes,yes
2402,12,7,yes,yes
2403,13,8,yes,yes
2404,9,14,no,no
2405,15,10,yes,yes
2406,16,11,no,yes
2407,17,12,yes,yes
2408,5,0,yes,yes
2409,1,6,no,no
2410,2,7,yes,no
2411,3,8,yes,no
2412,9,4,no,yes
2413,5,10,yes,no
2414,6,11,no,no
2415,7,12,no,no
2416,8,13,no,no
2417,9,14,no,no
2418,15,10,no,yes
2419,11,16,no,no
2420,12,17,no,no
2421,0,5,no,no
2422,6,1,yes,yes
2423,2,7,no,no
2424,8,3,no,yes
2425,4,9,no,no
2426,5,10,yes,no
2427,11,6,yes,yes
2428,12,7,yes,yes
2429,8,13,no,no
2430,14,9,yes,yes
2431,10,15,no,no
2432,16,11,yes,yes
2433,12,17,no,no
2434,5,0,yes,yes
2435,1,6,yes,no
2436,7,2,yes,yes
2437,8,3,yes,yes
2438,9,4,yes,yes
2439,5,10,yes,no
2440,11,6,yes,yes
2441,12,7,yes,yes
2442,8,13,yes,no
2443,14,9,yes,yes
2444,15,10,yes,yes
2445,16,11,yes,yes
2446,17,12,yes,yes
2447,13,18,no,no
2448,14,19,no,no
2449,20,15,yes,yes
2450,5,0,yes,yes
2451,6,1,yes,yes
2452,2,7,yes,no
2453,8,3,yes,yes
2454,9,4,yes,yes
2455,10,5,yes,yes
2456,6,11,yes,no
2457,12,7,yes,yes
2458,8,13,yes,no
2459,14,9,yes,yes
2460,15,10,yes,yes
2461,16,11,yes,yes
2462,12,17,no,no
2463,0,5,yes,no
2464,1,6,yes,no
2465,2,7,yes,no
2466,3,8,no,no
2467,4,9,yes,no
2468,10,5,yes,yes
2469,11,6,yes,yes
2470,0,5,no,no
2471,1,6,yes,no
2472,2,7,yes,no
2473,3,8,no,no
2474,0,5,yes,no
2475,6,1,no,yes
2476,2,7,no,no
2477,8,3,yes,yes
2478,9,4,yes,yes
2479,5,10,yes,no
2480,6,11,no,no
2481,7,12,yes,no
2482,8,13,yes,no
2483,14,9,yes,yes
2484,15,10,yes,yes
2485,11,16,no,no
2486,17,12,yes,yes
2487,13,18,yes,no
2488,14,19,yes,no
2489,20,15,yes,yes
2490,21,16,no,yes
2491,17,22,yes,no
2492,18,23,no,no
2493,24,19,yes,yes
2494,20,25,no,no
2495,26,21,yes,yes
2496,27,22,yes,yes
2497,28,23,no,yes
2498,24,29,yes,no
2499,5,0,yes,yes
2500,1,6,yes,no
2501,7,2,no,yes
2502,8,3,no,yes
2503,4,9,yes,no
2504,10,5,yes,yes
2505,11,6,yes,yes
2506,12,7,yes,yes
2507,13,8,yes,yes
2508,14,9,yes,yes
2509,0,5,no,no
2510,6,1,yes,yes
2511,2,7,no,no
2512,3,8,yes,no
2513,4,9,yes,no
2514,10,5,no,yes
2515,6,11,no,no
2516,5,0,yes,yes
2517,6,1,no,yes
2518,2,7,yes,no
2519,3,8,no,no
2520,9,4,yes,yes
2521,5,10,no,no
2522,11,6,yes,yes
2523,7,12,no,no
2524,8,13,no,no
2525,9,14,no,no
2526,15,10,yes,yes
2527,16,11,yes,yes
2528,12,17,no,no
2529,18,13,yes,yes
2530,19,14,no,yes
2531,15,20,no,no
2532,16,21,yes,no
2533,17,22,yes,no
2534,18,23,no,no
2535,24,19,yes,yes
2536,25,20,yes,yes
2537,26,21,yes,yes
2538,27,22,yes,yes
2539,23,28,no,no
2540,29,24,yes,yes
2541,30,25,yes,yes
2542,26,31,no,no
2543,27,32,yes,no
2544,28,33,no,no
2545,34,29,yes,yes
2546,30,35,no,no
2547,0,5,no,no
2548,6,1,yes,yes
2549,2,7,yes,no
2550,3,8,yes,no
2551,4,9,yes,no
2552,10,5,yes,yes
2553,6,11,no,no
2554,7,12,yes,no
2555,13,8,yes,yes
2556,14,9,yes,yes
2557,15,10,yes,yes
2558,16,11,yes,yes
2559,12,17,no,no
2560,5,0,yes,yes
2561,1,6,yes,no
2562,7,2,yes,yes
2563,3,8,yes,no
2564,4,9,no,no
2565,5,10,yes,no
2566,11,6,yes,yes
2567,12,7,yes,yes
2568,13,8,yes,yes
2569,9,14,yes,no
2570,10,15,yes,no
2571,11,16,yes,no
2572,12,17,no,no
2573,18,13,yes,yes
2574,19,14,yes,yes
2575,15,20,yes,no
2576,21,16,yes,yes
2577,22,17,yes,yes
2578,18,23,no,no
2579,0,5,no,no
2580,6,1,yes,yes
2581,7,2,yes,yes
2582,3,8,no,no
2583,9,4,yes,yes
2584,5,10,no,no
2585,11,6,yes,yes
2586,7,12,yes,no
2587,8,13,yes,no
2588,9,14,yes,no
2589,15,10,yes,yes
2590,16,11,yes,yes
2591,12,17,yes,no
2592,13,18,no,no
2593,14,19,no,no
2594,15,20,no,no
2595,21,16,no,yes
2596,17,22,no,no
2597,23,18,yes,yes
2598,5,0,yes,yes
2599,6,1,yes,yes
2600,7,2,yes,yes
2601,8,3,yes,yes
2602,9,4,yes,yes
2603,10,5,yes,yes
2604,11,6,yes,yes
2605,12,7,yes,yes
2606,8,13,no,no
2607,14,9,no,yes
2608,5,0,yes,yes
2609,6,1,yes,yes
2610,2,7,yes,no
2611,8,3,yes,yes
2612,9,4,yes,yes
2613,5,10,no,no
2614,6,11,yes,no
2615,12,7,yes,yes
2616,8,13,no,no
2617,9,14,yes,no
2618,15,10,yes,yes
2619,16,11,yes,yes
2620,17,12,yes,yes
2621,5,0,yes,yes
2622,6,1,no,yes
2623,7,2,yes,yes
2624,8,3,no,yes
2625,9,4,yes,yes
2626,10,5,yes,yes
2627,6,11,no,no
2628,7,12,yes,no
2629,13,8,yes,yes
2630,9,14,yes,no
2631,10,15,yes,no
2632,11,16,no,no
2633,12,17,yes,no
2634,0,5,yes,no
2635,6,1,yes,yes
2636,2,7,no,no
2637,3,8,yes,no
2638,4,9,no,no
2639,5,10,no,no
2640,6,11,yes,no
2641,7,12,no,no
2642,8,13,no,no
2643,9,14,yes,no
2644,5,0,yes,yes
2645,1,6,yes,no
2646,2,7,yes,no
2647,8,3,no,yes
2648,4,9,yes,no
2649,5,10,yes,no
2650,11,6,yes,yes
2651,7,12,no,no
2652,13,8,no,yes
2653,9,14,yes,no
2654,15,10,no,yes
2655,16,11,yes,yes
2656,17,12,yes,yes
2657,13,18,no,no
2658,19,14,yes,yes
2659,15,20,no,no
2660,16,21,no,no
2661,17,22,no,no
2662,23,18,yes,yes
2663,19,24,yes,no
2664,25,20,yes,yes
2665,26,21,yes,yes
2666,0,5,yes,no
2667,1,6,no,no
2668,2,7,yes,no
2669,8,3,yes,yes
2670,4,9,no,no
2671,5,10,no,no
2672,6,11,no,no
2673,12,7,yes,yes
2674,13,8,yes,yes
2675,14,9,yes,yes
2676,0,5,yes,no
2677,1,6,yes,no
2678,2,7,yes,no
2679,3,8,yes,no
2680,9,4,yes,yes
2681,10,5,yes,yes
2682,6,11,yes,no
2683,12,7,yes,yes
2684,8,13,yes,no
2685,14,9,yes,yes
2686,15,10,yes,yes
2687,11,16,yes,no
2688,12,17,yes,no
2689,0,5,yes,no
2690,6,1,yes,yes
2691,7,2,no,yes
2692,8,3,no,yes
2693,4,9,no,no
2694,10,5,yes,yes
2695,6,11,no,no
2696,7,12,yes,no
2697,13,8,no,yes
2698,14,9,yes,yes
2699,10,15,yes,no
2700,11,16,no,no
2701,17,12,yes,yes
2702,5,0,yes,yes
2703,1,6,yes,no
2704,7,2,yes,yes
2705,3,8,no,no
2706,9,4,no,yes
2707,5,10,yes,no
2708,11,6,no,yes
2709,12,7,no,yes
2710,8,13,yes,no
2711,9,14,yes,no
2712,10,15,yes,no
2713,16,11,yes,yes
2714,12,17,yes,no
2715,13,18,yes,no
2716,14,19,yes,no
2717,20,15,yes,yes
2718,16,21,yes,no
2719,22,17,yes,yes
2720,23,18,yes,yes
2721,19,24,yes,no
2722,25,20,yes,yes
2723,21,26,no,no
2724,22,27,yes,no
2725,28,23,yes,yes
2726,24,29,no,no
2727,30,25,yes,yes
2728,31,26,yes,yes
2729,27,32,no,no
2730,0,5,yes,no
2731,1,6,no,no
2732,2,7,no,no
2733,8,3,no,yes
2734,4,9,yes,no
2735,10,5,no,yes
2736,6,11,yes,no
2737,12,7,no,yes
2738,13,8,yes,yes
2739,14,9,yes,yes
2740,10,15,no,no
2741,16,11,yes,yes
2742,17,12,yes,yes
2743,13,18,yes,no
2744,19,14,yes,yes
2745,20,15,yes,yes
2746,0,5,yes,no
2747,6,1,yes,yes
2748,2,7,yes,no
2749,3,8,no,no
2750,9,4,yes,yes
2751,5,10,no,no
2752,6,11,yes,no
2753,7,12,no,no
2754,8,13,yes,no
2755,9,14,no,no
2756,15,10,no,yes
2757,16,11,yes,yes
2758,17,12,no,yes
2759,13,18,yes,no
2760,14,19,yes,no
2761,15,20,no,no
2762,21,16,yes,yes
2763,22,17,yes,yes
2764,18,23,yes,no
2765,19,24,yes,no
2766,20,25,yes,no
2767,21,26,yes,no
2768,5,0,yes,yes
2769,6,1,yes,yes
2770,2,7,yes,no
2771,8,3,yes,yes
2772,4,9,no,no
2773,5,10,yes,no
2774,6,11,no,no
2775,0,5,yes,no
2776,1,6,yes,no
2777,7,2,no,yes
2778,8,3,yes,yes
2779,9,4,no,yes
2780,5,10,yes,no
2781,6,11,yes,no
2782,12,7,yes,yes
2783,8,13,yes,no
2784,9,14,no,no
2785,0,5,yes,no
2786,1,6,yes,no
2787,2,7,no,no
2788,8,3,yes,yes
2789,9,4,yes,yes
2790,5,10,yes,no
2791,6,11,yes,no
2792,12,7,yes,yes
2793,13,8,yes,yes
2794,9,14,yes,no
2795,15,10,yes,yes
2796,11,16,no,no
2797,12,17,no,no
2798,13,18,yes,no
2799,14,19,yes,no
2800,15,20,yes,no
2801,21,16,yes,yes
2802,17,22,yes,no
2803,23,18,yes,yes
2804,5,0,yes,yes
2805,1,6,no,no
2806,2,7,no,no
2807,8,3,yes,yes
2808,9,4,yes,yes
2809,5,10,no,no
2810,6,11,yes,no
2811,0,5,yes,no
2812,1,6,no,no
2813,2,7,no,no
2814,8,3,no,yes
2815,4,9,no,no
2816,10,5,no,yes
2817,6,11,yes,no
2818,0,5,no,no
2819,1,6,no,no
2820,7,2,yes,yes
2821,8,3,yes,yes
2822,4,9,yes,no
2823,5,10,yes,no
2824,6,11,yes,no
2825,7,12,no,no
2826,8,13,yes,no
2827,9,14,no,no
2828,5,0,yes,yes
2829,1,6,no,no
2830,2,7,no,no
2831,8,3,yes,yes
2832,9,4,yes,yes
2833,10,5,yes,yes
2834,11,6,yes,yes
2835,12,7,yes,yes
2836,8,13,yes,no
2837,14,9,yes,yes
2838,10,15,yes,no
2839,16,11,yes,yes
2840,17,12,no,yes
2841,13,18,yes,no
2842,14,19,yes,no
2843,15,20,yes,no
2844,0,5,no,no
2845,6,1,yes,yes
2846,2,7,no,no
2847,8,3,no,yes
2848,9,4,yes,yes
2849,5,10,yes,no
2850,11,6,yes,yes
2851,7,12,yes,no
2852,13,8,yes,yes
2853,9,14,no,no
2854,0,5,no,no
2855,1,6,no,no
2856,7,2,yes,yes
2857,3,8,no,no
2858,4,9,yes,no
2859,5,10,yes,no
2860,6,11,yes,no
2861,7,12,yes,no
2862,8,13,yes,no
2863,9,14,no,no
2864,15,10,yes,yes
2865,11,16,no,no
2866,12,17,no,no
2867,13,18,no,no
2868,14,19,yes,no
2869,15,20,yes,no
2870,21,16,no,yes
2871,17,22,no,no
2872,18,23,yes,no
2873,24,19,yes,yes
2874,20,25,no,no
2875,26,21,yes,yes
2876,27,22,yes,yes
2877,23,28,no,no
2878,29,24,yes,yes
2879,25,30,no,no
2880,26,31,yes,no
2881,27,32,yes,no
2882,33,28,yes,yes
2883,34,29,yes,yes
2884,35,30,yes,yes
2885,5,0,yes,yes
2886,6,1,yes,yes
2887,2,7,no,no
2888,8,3,yes,yes
2889,4,9,yes,no
2890,5,10,yes,no
2891,11,6,no,yes
2892,5,0,yes,yes
2893,1,6,no,no
2894,7,2,yes,yes
2895,3,8,yes,no
2896,9,4,no,yes
2897,10,5,yes,yes
2898,11,6,no,yes
2899,12,7,yes,yes
2900,13,8,no,yes
2901,9,14,no,no
2902,10,15,yes,no
2903,11,16,no,no
2904,17,12,yes,yes
2905,5,0,yes,yes
2906,6,1,no,yes
2907,7,2,yes,yes
2908,3,8,no,no
2909,4,9,no,no
2910,10,5,yes,yes
2911,11,6,yes,yes
2912,0,5,yes,no
2913,1,6,yes,no
2914,7,2,yes,yes
2915,8,3,yes,yes
2916,9,4,yes,yes
2917,10,5,yes,yes
2918,11,6,yes,yes
2919,12,7,yes,yes
2920,8,13,yes,no
2921,9,14,yes,no
2922,15,10,yes,yes
2923,16,11,no,yes
2924,17,12,yes,yes
2925,13,18,no,no
2926,14,19,yes,no
2927,15,20,yes,no
2928,5,0,yes,yes
2929,1,6,yes,no
2930,7,2,yes,yes
2931,3,8,yes,no
2932,9,4,yes,yes
2933,5,10,yes,no
2934,6,11,no,no
2935,12,7,yes,yes
2936,8,13,yes,no
2937,14,9,yes,yes
2938,15,10,yes,yes
2939,16,11,yes,yes
2940,17,12,yes,yes
2941,5,0,yes,yes
2942,6,1,yes,yes
2943,2,7,no,no
2944,3,8,yes,no
2945,5,0,yes,yes
2946,6,1,yes,yes
2947,7,2,yes,yes
2948,8,3,yes,yes
2949,4,9,yes,no
2950,10,5,no,yes
2951,11,6,no,yes
2952,7,12,yes,no
2953,8,13,yes,no
2954,9,14,yes,no
2955,5,0,yes,yes
2956,6,1,yes,yes
2957,2,7,no,no
2958,3,8,no,no
2959,4,9,no,no
2960,5,10,no,no
2961,6,11,yes,no
2962,12,7,yes,yes
2963,13,8,yes,yes
2964,14,9,yes,yes
2965,5,0,no,yes
2966,1,6,yes,no
2967,2,7,yes,no
2968,3,8,no,no
2969,4,9,no,no
2970,5,10,yes,no
2971,6,11,no,no
2972,5,0,no,yes
2973,6,1,yes,yes
2974,7,2,yes,yes
2975,8,3,yes,yes
2976,4,9,yes,no
2977,10,5,yes,yes
2978,6,11,yes,no
2979,7,12,yes,no
2980,8,13,yes,no
2981,9,14,yes,no
2982,10,15,yes,no
2983,16,11,no,yes
2984,17,12,yes,yes
2985,13,18,yes,no
2986,14,19,yes,no
2987,15,20,yes,no
2988,0,5,yes,no
2989,6,1,yes,yes
2990,2,7,no,no
2991,3,8,yes,no
2992,5,0,yes,yes
2993,1,6,yes,no
2994,7,2,yes,yes
2995,8,3,yes,yes
2996,9,4,yes,yes
2997,5,10,no,no
2998,6,11,no,no
2999,7,12,no,no
3000,13,8,yes,yes
3001,9,14,yes,no
3002,5,0,yes,yes
3003,1,6,no,no
3004,2,7,no,no
3005,3,8,yes,no
3006,9,4,yes,yes
3007,5,10,yes,no
3008,6,11,no,no
3009,12,7,yes,yes
3010,8,13,yes,no
3011,14,9,no,yes
3012,0,5,no,no
3013,6,1,yes,yes
3014,7,2,yes,yes
3015,8,3,yes,yes
3016,4,9,no,no
3017,5,10,yes,no
3018,6,11,yes,no
3019,0,5,yes,no
3020,6,1,yes,yes
3021,7,2,yes,yes
3022,3,8,yes,no
3023,0,5,no,no
3024,1,6,yes,no
3025,2,7,no,no
3026,3,8,yes,no
3027,9,4,yes,yes
3028,5,10,yes,no
3029,6,11,yes,no
3030,7,12,yes,no
3031,8,13,yes,no
3032,9,14,yes,no
3033,10,15,no,no
3034,16,11,yes,yes
3035,12,17,no,no
3036,13,18,yes,no
3037,14,19,yes,no
3038,20,15,no,yes
3039,21,16,no,yes
3040,17,22,no,no
3041,18,23,yes,no
3042,24,19,yes,yes
3043,20,25,yes,no
3044,26,21,no,yes
3045,22,27,yes,no
3046,23,28,yes,no
3047,24,29,yes,no
3048,25,30,no,no
3049,31,26,yes,yes
3050,27,32,no,no
3051,5,0,yes,yes
3052,1,6,no,no
3053,2,7,no,no
3054,3,8,no,no
3055,9,4,yes,yes
3056,5,10,yes,no
3057,11,6,yes,yes
3058,12,7,no,yes
3059,8,13,no,no
3060,9,14,no,no
3061,15,10,yes,yes
3062,11,16,yes,no
3063,12,17,no,no
3064,18,13,no,yes
3065,14,19,no,no
3066,15,20,yes,no
3067,16,21,yes,no
3068,22,17,yes,yes
3069,23,18,yes,yes
3070,0,5,yes,no
3071,6,1,yes,yes
3072,7,2,yes,yes
3073,3,8,no,no
3074,4,9,no,no
3075,10,5,yes,yes
3076,6,11,no,no
3077,12,7,yes,yes
3078,13,8,yes,yes
3079,14,9,yes,yes
3080,10,15,yes,no
3081,16,11,no,yes
3082,12,17,yes,no
3083,18,13,yes,yes
3084,19,14,yes,yes
3085,20,15,yes,yes
3086,16,21,no,no
3087,22,17,yes,yes
3088,18,23,no,no
3089,0,5,yes,no
3090,1,6,yes,no
3091,7,2,yes,yes
3092,3,8,no,no
3093,4,9,yes,no
3094,10,5,no,yes
3095,6,11,no,no
3096,7,12,no,no
3097,13,8,yes,yes
3098,14,9,yes,yes
3099,15,10,yes,yes
3100,11,16,yes,no
3101,17,12,yes,yes
3102,18,13,yes,yes
3103,14,19,no,no
3104,20,15,yes,yes
3105,5,0,no,yes
3106,6,1,yes,yes
3107,2,7,yes,no
3108,8,3,no,yes
3109,4,9,yes,no
3110,10,5,yes,yes
3111,11,6,yes,yes
3112,12,7,yes,yes
3113,13,8,yes,yes
3114,9,14,yes,no
3115,10,15,yes,no
3116,11,16,yes,no
3117,12,17,yes,no
3118,13,18,no,no
3119,14,19,yes,no
3120,20,15,yes,yes
3121,21,16,no,yes
3122,17,22,yes,no
3123,23,18,no,yes
3124,24,19,yes,yes
3125,20,25,yes,no
3126,21,26,no,no
3127,5,0,yes,yes
3128,6,1,yes,yes
3129,2,7,yes,no
3130,8,3,yes,yes
3131,4,9,yes,no
3132,10,5,yes,yes
3133,6,11,no,no
3134,12,7,no,yes
3135,13,8,no,yes
3136,9,14,yes,no
3137,10,15,yes,no
3138,11,16,yes,no
3139,12,17,yes,no
3140,13,18,no,no
3141,19,14,yes,yes
3142,15,20,no,no
3143,21,16,yes,yes
3144,22,17,yes,yes
3145,23,18,yes,yes
3146,0,5,no,no
3147,1,6,no,no
3148,7,2,yes,yes
3149,3,8,yes,no
3150,9,4,yes,yes
3151,10,5,yes,yes
3152,11,6,no,yes
3153,5,0,yes,yes
3154,1,6,no,no
3155,2,7,no,no
3156,3,8,yes,no
3157,9,4,yes,yes
3158,5,10,yes,no
3159,11,6,yes,yes
3160,7,12,yes,no
3161,13,8,yes,yes
3162,9,14,yes,no
3163,10,15,yes,no
3164,11,16,yes,no
3165,12,17,no,no
3166,18,13,no,yes
3167,14,19,yes,no
3168,15,20,yes,no
3169,21,16,yes,yes
3170,17,22,yes,no
3171,23,18,yes,yes
3172,24,19,yes,yes
3173,20,25,yes,no
3174,21,26,no,no
3175,0,5,yes,no
3176,1,6,no,no
3177,7,2,yes,yes
3178,3,8,no,no
3179,4,9,no,no
3180,10,5,yes,yes
3181,11,6,no,yes
3182,12,7,yes,yes
3183,8,13,yes,no
3184,14,9,yes,yes
3185,10,15,yes,no
3186,11,16,no,no
3187,17,12,yes,yes
3188,18,13,yes,yes
3189,14,19,no,no
3190,20,15,yes,yes
3191,0,5,yes,no
3192,6,1,no,yes
3193,7,2,no,yes
3194,3,8,no,no
3195,9,4,no,yes
3196,5,10,yes,no
3197,11,6,yes,yes
3198,7,12,yes,no
3199,13,8,yes,yes
3200,9,14,yes,no
3201,10,15,yes,no
3202,11,16,yes,no
3203,17,12,no,yes
3204,18,13,yes,yes
3205,19,14,yes,yes
3206,20,15,yes,yes
3207,16,21,yes,no
3208,17,22,yes,no
3209,23,18,yes,yes
3210,19,24,yes,no
3211,25,20,yes,yes
3212,21,26,no,no
3213,22,27,no,no
3214,23,28,yes,no
3215,24,29,no,no
3216,30,25,yes,yes
3217,26,31,no,no
3218,32,27,yes,yes
3219,33,28,yes,yes
3220,29,34,no,no
3221,30,35,no,no
3222,0,5,yes,no
3223,6,1,yes,yes
3224,7,2,yes,yes
3225,8,3,yes,yes
3226,9,4,yes,yes
3227,5,10,no,no
3228,6,11,no,no
3229,7,12,no,no
3230,13,8,yes,yes
3231,9,14,no,no
3232,5,0,yes,yes
3233,6,1,yes,yes
3234,2,7,yes,no
3235,8,3,yes,yes
3236,4,9,yes,no
3237,5,10,yes,no
3238,11,6,yes,yes
3239,7,12,yes,no
3240,13,8,yes,yes
3241,14,9,yes,yes
3242,10,15,no,no
3243,11,16,no,no
3244,17,12,yes,yes
3245,13,18,no,no
3246,14,19,no,no
3247,15,20,yes,no
3248,21,16,yes,yes
3249,17,22,yes,no
3250,23,18,yes,yes
3251,5,0,yes,yes
3252,6,1,yes,yes
3253,7,2,yes,yes
3254,8,3,yes,yes
3255,4,9,no,no
3256,5,10,no,no
3257,6,11,yes,no
3258,7,12,no,no
3259,13,8,no,yes
3260,14,9,yes,yes
3261,10,15,yes,no
3262,11,16,no,no
3263,12,17,yes,no
3264,0,5,yes,no
3265,1,6,yes,no
3266,7,2,yes,yes
3267,3,8,no,no
3268,9,4,yes,yes
3269,10,5,yes,yes
3270,6,11,yes,no
3271,7,12,yes,no
3272,8,13,yes,no
3273,9,14,no,no
3274,10,15,yes,no
3275,16,11,yes,yes
3276,12,17,yes,no
3277,13,18,yes,no
3278,14,19,yes,no
3279,15,20,no,no
3280,5,0,yes,yes
3281,1,6,yes,no
3282,7,2,yes,yes
3283,8,3,yes,yes
3284,4,9,yes,no
3285,5,10,yes,no
3286,11,6,yes,yes
3287,12,7,yes,yes
3288,13,8,yes,yes
3289,14,9,yes,yes
3290,15,10,yes,yes
3291,11,16,yes,no
3292,12,17,no,no
3293,0,5,no,no
3294,6,1,yes,yes
3295,2,7,yes,no
3296,8,3,yes,yes
3297,9,4,yes,yes
3298,10,5,yes,yes
3299,6,11,yes,no
3300,7,12,no,no
3301,13,8,yes,yes
3302,14,9,yes,yes
3303,15,10,yes,yes
3304,16,11,yes,yes
3305,17,12,no,yes
3306,18,13,yes,yes
3307,14,19,no,no
3308,20,15,yes,yes
3309,0,5,yes,no
3310,6,1,yes,yes
3311,7,2,yes,yes
3312,8,3,no,yes
3313,4,9,yes,no
3314,5,10,yes,no
3315,6,11,yes,no
3316,7,12,yes,no
3317,8,13,no,no
3318,14,9,yes,yes
3319,10,15,no,no
3320,11,16,no,no
3321,17,12,yes,yes
3322,5,0,yes,yes
3323,1,6,no,no
3324,7,2,yes,yes
3325,8,3,yes,yes
3326,9,4,yes,yes
3327,10,5,yes,yes
3328,11,6,yes,yes
3329,12,7,yes,yes
3330,13,8,yes,yes
3331,14,9,yes,yes
3332,0,5,no,no
3333,6,1,yes,yes
3334,7,2,yes,yes
3335,3,8,yes,no
3336,4,9,yes,no
3337,10,5,yes,yes
3338,11,6,yes,yes
3339,7,12,yes,no
3340,8,13,no,no
3341,14,9,yes,yes
3342,10,15,no,no
3343,16,11,yes,yes
3344,17,12,yes,yes
3345,5,0,yes,yes
3346,1,6,yes,no
3347,7,2,yes,yes
3348,8,3,yes,yes
3349,9,4,yes,yes
3350,10,5,yes,yes
3351,6,11,yes,no
3352,12,7,yes,yes
3353,13,8,yes,yes
3354,14,9,yes,yes
3355,10,15,yes,no
3356,16,11,yes,yes
3357,12,17,no,no
3358,5,0,yes,yes
3359,1,6,yes,no
3360,7,2,yes,yes
3361,3,8,yes,no
3362,4,9,yes,no
3363,5,10,yes,no
3364,11,6,yes,yes
3365,7,12,no,no
3366,8,13,yes,no
3367,9,14,yes,no
3368,10,15,no,no
3369,11,16,yes,no
3370,12,17,yes,no
3371,0,5,yes,no
3372,6,1,yes,yes
3373,2,7,yes,no
3374,3,8,yes,no
3375,4,9,yes,no
3376,10,5,yes,yes
3377,11,6,yes,yes
3378,12,7,yes,yes
3379,13,8,yes,yes
3380,9,14,yes,no
3381,10,15,yes,no
3382,11,16,yes,no
3383,17,12,yes,yes
3384,5,0,yes,yes
3385,1,6,no,no
3386,2,7,no,no
3387,8,3,yes,yes
3388,4,9,no,no
3389,5,10,yes,no
3390,11,6,no,yes
3391,12,7,no,yes
3392,13,8,no,yes
3393,9,14,yes,no
3394,15,10,yes,yes
3395,16,11,yes,yes
3396,12,17,yes,no
3397,13,18,yes,no
3398,14,19,no,no
3399,20,15,yes,yes
3400,21,16,yes,yes
3401,22,17,yes,yes
3402,23,18,yes,yes
3403,19,24,yes,no
3404,20,25,no,no
3405,21,26,no,no
3406,27,22,yes,yes
3407,23,28,no,no
3408,29,24,yes,yes
3409,0,5,no,no
3410,1,6,no,no
3411,7,2,yes,yes
3412,8,3,yes,yes
3413,4,9,yes,no
3414,5,10,yes,no
3415,6,11,no,no
3416,7,12,yes,no
3417,8,13,no,no
3418,9,14,no,no
3419,10,15,no,no
3420,16,11,yes,yes
3421,12,17,no,no
3422,18,13,yes,yes
3423,14,19,no,no
3424,15,20,yes,no
3425,21,16,yes,yes
3426,22,17,no,yes
3427,23,18,no,yes
3428,0,5,no,no
3429,6,1,yes,yes
3430,7,2,yes,yes
3431,8,3,yes,yes
3432,9,4,yes,yes
3433,10,5,no,yes
3434,6,11,yes,no
3435,7,12,no,no
3436,8,13,yes,no
3437,14,9,no,yes
3438,15,10,no,yes
3439,16,11,yes,yes
3440,17,12,yes,yes
3441,13,18,no,no
3442,14,19,no,no
3443,15,20,no,no
3444,0,5,no,no
3445,1,6,no,no
3446,7,2,yes,yes
3447,3,8,no,no
3448,4,9,yes,no
3449,5,10,no,no
3450,11,6,no,yes
3451,12,7,yes,yes
3452,13,8,no,yes
3453,9,14,yes,no
3454,10,15,no,no
3455,11,16,yes,no
3456,17,12,yes,yes
3457,13,18,no,no
3458,14,19,no,no
3459,20,15,yes,yes
3460,5,0,yes,yes
3461,1,6,yes,no
3462,7,2,yes,yes
3463,3,8,no,no
3464,4,9,no,no
3465,5,10,yes,no
3466,11,6,no,yes
3467,12,7,yes,yes
3468,13,8,no,yes
3469,9,14,yes,no
3470,10,15,yes,no
3471,16,11,yes,yes
3472,17,12,yes,yes
3473,18,13,yes,yes
3474,14,19,yes,no
3475,15,20,yes,no
3476,0,5,yes,no
3477,6,1,yes,yes
3478,2,7,yes,no
3479,8,3,yes,yes
3480,4,9,no,no
3481,5,10,yes,no
3482,6,11,yes,no
3483,12,7,yes,yes
3484,8,13,yes,no
3485,14,9,yes,yes
3486,15,10,yes,yes
3487,16,11,yes,yes
3488,17,12,yes,yes
3489,5,0,yes,yes
3490,6,1,yes,yes
3491,7,2,yes,yes
3492,8,3,yes,yes
3493,9,4,yes,yes
3494,5,10,no,no
3495,6,11,yes,no
3496,12,7,no,yes
3497,8,13,no,no
3498,14,9,no,yes
3499,5,0,yes,yes
3500,1,6,no,no
3501,2,7,no,no
3502,8,3,yes,yes
3503,9,4,yes,yes
3504,5,10,yes,no
3505,11,6,yes,yes
3506,7,12,yes,no
3507,13,8,no,yes
3508,9,14,yes,no
3509,15,10,yes,yes
3510,11,16,yes,no
3511,17,12,yes,yes
3512,13,18,no,no
3513,14,19,no,no
3514,15,20,yes,no
